Unnamed: 0,raw text,dataset,task,raw label,input text,sentiment label,text uid,keyword_1,keyword_2,keyword_3,topic_label
628,"(Winthrop's daughter, Rosemary Isabel Forbes, was Kerry's mother.)",ZuCo1,task2,NO-RELATION,"(Winthrop's daughter, Rosemary Isabel Forbes, was Kerry's mother.)",neutral,628,kerry,winthrop,rosemary,Biographies and Factual Knowledge
629,"Winthrop died at St. Briac Sur Mer, Ille-et-Vilaine, France.",ZuCo1,task2,NO-RELATION,"Winthrop died at St. Briac Sur Mer, Ille-et-Vilaine, France.",neutral,629,winthrop,died,france,Biographies and Factual Knowledge
630,"Other notable figures in this branch of the family tree are Franklin D. Roosevelt (Kerry's 4th cousin twice removed), Jane Addams, Calvin Coolidge (Kerry's 8th cousin once removed), and ironically, George H.W. Bush (Kerry's 9th cousin once removed), and George W. Bush (Kerry's 9th cousin, twice removed).",ZuCo1,task2,NO-RELATION,"Other notable figures in this branch of the family tree are Franklin D. Roosevelt (Kerry's 4th cousin twice removed), Jane Addams, Calvin Coolidge (Kerry's 8th cousin once removed), and ironically, George H.W. Bush (Kerry's 9th cousin once removed), and George W. Bush (Kerry's 9th cousin, twice removed).",neutral,630,cousin,kerry,roosevelt,Biographies and Factual Knowledge
631,"[1] She also has some relation to all the royal houses of Europe, including such figures as Henry III, Henry II, Henry I, Richard the Lionheart, and Russian czar Ivan the Terrible.",ZuCo1,task2,NO-RELATION,"[1] She also has some relation to all the royal houses of Europe, including such figures as Henry III, Henry II, Henry I, Richard the Lionheart, and Russian czar Ivan the Terrible.",neutral,631,royal,czar,relation,Biographies and Factual Knowledge
632,She was born in Massachusetts and raised in Boston.,ZuCo1,task2,VISITED,She was born in Massachusetts and raised in Boston.,neutral,632,boston,massachusetts,born,Biographies and Factual Knowledge
633,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",ZuCo1,task2,NO-RELATION,"Her grandfather was Robert Charles Winthrop, the conservative Whig Speaker of the House and a U.S. Senator",neutral,633,winthrop,whig,conservative,Biographies and Factual Knowledge
634,"Her ancestors include James Bowdoin, former governor of Maine, and John Winthrop, the first governor of the Massachusetts Bay Colony.",ZuCo1,task2,NO-RELATION,"Her ancestors include James Bowdoin, former governor of Maine, and John Winthrop, the first governor of the Massachusetts Bay Colony.",neutral,634,winthrop,ancestors,maine,Biographies and Factual Knowledge
635,"David Manners (April 30, 1901 – December 23, 1998) was a Canadian film actor.",ZuCo1,task2,JOB_TITLE;NATIONALITY,"David Manners (April 30, 1901 - December 23, 1998) was a Canadian film actor.",neutral,635,david,manners,actor,Biographies and Factual Knowledge
636,"Born Rauff de Rither Duan Acklom in Halifax, Nova Scotia, Manners came to Hollywood at the beginning of the talking films revolution after studying acting with Eva Le Gallienne, and acting on stage with Helen Hayes.",ZuCo1,task2,VISITED,"Born Rauff de Rither Duan Acklom in Halifax, Nova Scotia, Manners came to Hollywood at the beginning of the talking films revolution after studying acting with Eva Le Gallienne, and acting on stage with Helen Hayes.",neutral,636,acting,hollywood,manners,Biographies and Factual Knowledge
637,"In 1940, he officially changed his name to David Joseph Manners and became a naturalized citizen of the United States.",ZuCo1,task2,VISITED,"In 1940, he officially changed his name to David Joséph Manners and became a naturalized citizen of the United States.",neutral,637,naturalized,citizen,david,Biographies and Factual Knowledge
638,"He was ""discovered"" by the film director James Whale, and within a few years, he was a popular leading man, playing opposite such up and coming actresses as Katharine Hepburn, Gloria Stuart, Myrna Loy, Loretta Young, and Ann Dvorak, and he was paired several times with Helen Chandler.",ZuCo1,task2,NO-RELATION,"He was ""discovered"" by the film director James Whale, and within a few years, he was a popular leading man, playing opposite such up and coming actresses as Katharine Hepburn, Gloria Stuart, Myrna Loy, Loretta Young, and Ann Dvorak, and he was paired several times with Helen Chandler.",neutral,638,hepburn,actresses,film,Biographies and Factual Knowledge
639,"His most widely seen role was as Jonathan Harker in Tod Browning's Dracula (1931), though he commented throughout his life that he had never watched the film and did not intend to.",ZuCo1,task2,NO-RELATION,"His most widely seen role was as Jonathan Harker in Tod Browning's Dracula (1931), though he commented throughout his life that he had never watched the film and did not intend to.",neutral,639,dracula,harker,1931,Movie Reviews and Sentiment
640,"He died in Santa Barbara, California.",ZuCo1,task2,NO-RELATION,"He died in Santa Barbara, California.",neutral,640,died,california,barbara,Biographies and Factual Knowledge
641,"Elliott Roosevelt (September 23, 1910 – October 27, 1990), World War II hero and an author, was the son of President Franklin Delano Roosevelt and his wife Eleanor Roosevelt.",ZuCo1,task2,NO-RELATION,"Elliott Roosevelt (September 23, 1910 - October 27, 1990), World War II hero and an author, was the son of President Franklin Delano Roosevelt and his wife Eleanor Roosevelt.",neutral,641,roosevelt,eleanor,elliott,Biographies and Factual Knowledge
642,"During World War II, he accompanied FDR as a military aide to the Casablanca meeting of 1943 and the subsequent Cairo and Tehran Conferences.",ZuCo1,task2,VISITED;JOB_TITLE,"During World War II, he accompanied FDR as a military aide to the Casablanca meeting of 1943 and the subsequent Cairo and Tehran Conferences.",neutral,642,fdr,1943,casablanca,Biographies and Factual Knowledge
643,"As an Army photo reconnaissance pilot, he and the men in his unit also played a key role in the D-Day landings.",ZuCo1,task2,NO-RELATION,"As an Army photo reconnaissance pilot, he and the men in his unit also played a key role in the D-Day landings.",positive,643,reconnaissance,pilot,landings,Biographies and Factual Knowledge
644,Colonel Elliot Roosevelt was a pilot in the United States Army Air Force (USAAF) during World War II.,ZuCo1,task2,NO-RELATION,Colonel Elliot Roosevelt was a pilot in the United States Army Air Force (USAAF) during World War II.,neutral,644,roosevelt,pilot,colonel,Biographies and Factual Knowledge
645,He flew a P-38 Lightning in the North African campaign of November 1942.,ZuCo1,task2,NO-RELATION,He flew a P-38 Lightning in the North African campaign of November 1942.,neutral,645,1942,flew,lightning,Biographies and Factual Knowledge
646,On 28 February 1934 he and Anthony Fokker each received an excessive half a million dollars for selling fifty military planes to the Soviet government.,ZuCo1,task2,NO-RELATION,On 28 February 1934 he and Anthony Fokker each received an excessive half a million dollars for selling fifty military planes to the Soviet government.,neutral,646,million,1934,dollars,Biographies and Factual Knowledge
647,"Elliot and Fokker were able to receive such a large commission because Elliot had close connections to the U.S. Export-Import Bank through his father, Franklin Delano Roosevelt.",ZuCo1,task2,EMPLOYER,"Elliot and Fokker were able to receive such a large commission because Elliot had close connections to the U.S. Export-Import Bank through his father, Franklin Delano Roosevelt.",neutral,647,roosevelt,fokker,elliot,Biographies and Factual Knowledge
648,Stella Dorothea Gibbons (5 January 1902—19 December 1989) was an English novelist and poet.,ZuCo1,task2,JOB_TITLE;NATIONALITY,Stella Dorothea Gibbons (5 January 1902 - 19 December 1989) was an English novelist and poet.,neutral,648,stella,gibbons,dorothea,Biographies and Factual Knowledge
649,Her works include Cold Comfort Farm.,ZuCo1,task2,NO-RELATION,Her works include Cold Comfort Farm.,neutral,649,farm,cold,comfort,Movie Reviews and Sentiment
650,Keynes was educated at Oundle School.,ZuCo1,task2,EDUCATION,Keynes was educated at Oundle School.,neutral,650,keynes,oundle,educated,Biographies and Factual Knowledge
651,"Keynes (pronounced ""Canes"") was born in London, the eldest son of Geoffrey Keynes, and thus the nephew of the economist John Maynard Keynes; and Geoffrey Keynes' wife Elizabeth (née Darwin), the grand-daughter of Charles Darwin, and thus the great-grandson of Charles Darwin (see Darwin -- Wedgwood family).",ZuCo1,task2,NO-RELATION,"Keynes (pronounced ""Canes"") was born in London, the eldest son of Geoffrey Keynes, and thus the nephew of the economist John Maynard Keynes; and Geoffrey Keynes' wife Elizabeth (née Darwin), the grand-daughter of Charles Darwin, and thus the great-grandson of Charles Darwin (see Darwin -- Wedgwood family).",neutral,651,keynes,economist,geoffrey,Biographies and Factual Knowledge
652,"Charles Francis Adams, Jr. (May 27, 1835 – May 20, 1915), a member of the prominent Adams political family and son of Charles Francis Adams, Sr., graduated at Harvard in 1856, and served on the Union side in the American Civil War, receiving in 1865 the brevet of brigadier-general in the regular army.",ZuCo1,task2,JOB_TITLE,"Charles Francis Adams, Jr. (May 27, 1835 - May 20, 1915), a member of the prominent Adams political family and son of Charles Francis Adams, Sr., graduated at Harvard in 1856, and served on the Union side in the American Civil War, receiving in 1865 the brevet of brigadier-general in the regular army.",neutral,652,adams,brigadier,charles,Biographies and Factual Knowledge
653,"He was president of the Union Pacific Railroad from 1884 to 1890, having previously become widely known as an authority on the management of railways.",ZuCo1,task2,NO-RELATION,"He was president of the Union Pacific Railroad from 1884 to 1890, having previously become widely known as an authority on the management of railways.",neutral,653,railroad,railways,1890,Biographies and Factual Knowledge
654,His son Charles Francis Adams was Secretary of the Navy and a renowned yachtsman.,ZuCo1,task2,NO-RELATION,His son Charles Francis Adams was Secretary of the Navy and a renowned yachtsman.,neutral,654,adams,yachtsman,navy,Biographies and Factual Knowledge
655,"Jean Tardieu (born in St Germain de Joux, France November 1, 1903, died in Créteil, France January 27, 1995) was an artist, musician, poet and dramatic author.",ZuCo1,task2,JOB_TITLE,"Jean Tardieu (born in St Germain de Joux, France November 1, 1903, died in Créteil, France January 27, 1995) was an artist, musician, poet and dramatic author.",neutral,655,tardieu,jean,author,Biographies and Factual Knowledge
656,He is often associated with the Theatre of the Absurd.,ZuCo1,task2,NO-RELATION,He is often associated with the Theatre of the Absurd.,neutral,656,theatre,absurd,associated,Movie Reviews and Sentiment
657,"John Eric Austin (born August 21, 1944, in Blaby, Leicestershire) is a British Member of Parliament for Erith and Thamesmead.",ZuCo1,task2,JOB_TITLE,"John Eric Austin (born August 21, 1944, in Blaby, Leicestershire) is a British Member of Parliament for Erith and Thamesmead.",neutral,657,thamesmead,john,eric,Biographies and Factual Knowledge
658,He is a member of the Labour Party.,ZuCo1,task2,NO-RELATION,He is a member of the Labour Party.,neutral,658,labour,member,party,Biographies and Factual Knowledge
659,He worked as a social worker and was leader of Greenwich council before entering Parliament.,ZuCo1,task2,JOB_TITLE,He worked as a social worker and was leader of Greenwich council before entering Parliament.,neutral,659,greenwich,parliament,leader,Biographies and Factual Knowledge
660,Austin is a member of the left-wing Socialist Campaign Group.,ZuCo1,task2,NO-RELATION,Austin is a member of the left-wing Socialist Campaign Group.,neutral,660,socialist,austin,left,Biographies and Factual Knowledge
661,He stated his intention to act as a stalking horse against Tony Blair.,ZuCo1,task2,NO-RELATION,He stated his intention to act as a stalking horse against Tony Blair.,neutral,661,blair,stalking,tony,Biographies and Factual Knowledge
662,"He indicated his hope that, in the event of an election, Gordon Brown would enter.",ZuCo1,task2,NO-RELATION,"He indicated his hope that, in the event of an election, Gordon Brown would enter.",neutral,662,election,hope,brown,Biographies and Factual Knowledge
663,"Robert Strange McNamara (born June 9, 1916) is an American business executive and a former United States Secretary of Defense.",ZuCo1,task2,JOB_TITLE;NATIONALITY,"Robert Strange McNamara (born June 9, 1916) is an American business executive and a former United States Secretary of Defense.",neutral,663,mcnamara,robert,secretary,Biographies and Factual Knowledge
664,He resigned that position to become President of the World Bank (1968-1981).,ZuCo1,task2,NO-RELATION,He resigned that position to become President of the World Bank (1968-1981).,neutral,664,resigned,president,1981,Biographies and Factual Knowledge
665,McNamara was born in San Francisco where his father was sales manager of a wholesale shoe firm.,ZuCo1,task2,NO-RELATION,McNamara was born in San Francisco where his father was sales manager of a wholesale shoe firm.,neutral,665,mcnamara,francisco,wholesale,Biographies and Factual Knowledge
666,"He graduated in 1937 from the University of California, Berkeley with a degree in economics and philosophy, and earned a master's degree from the Harvard Graduate School of Business Administration in 1939.",ZuCo1,task2,EDUCATION,"He graduated in 1937 from the University of California, Berkeley with a degree in economics and philosophy, and earned a master's degree from the Harvard Graduate School of Business Administration in 1939.",neutral,666,harvard,berkeley,graduated,Biographies and Factual Knowledge
667,"He worked a year for the accounting firm of Price Waterhouse in San Francisco, and then in August 1940 returned to Harvard to teach in the Business School.",ZuCo1,task2,EMPLOYER;VISITED,"He worked a year for the accounting firm of Price Waterhouse in San Francisco, and then in August 1940 returned to Harvard to teach in the Business School.",neutral,667,harvard,accounting,1940,Biographies and Factual Knowledge
668,"Following his involvement there in a program to teach the analytical approaches used in business to officers of the Army Air Forces, he entered the Army as a captain in early 1943, serving under Col. Curtis LeMay with analysis of U.S. bombers' efficiency and effectiveness as a major responsibility.",ZuCo1,task2,JOB_TITLE,"Following his involvement there in a program to teach the analytical approaches used in business to officers of the Army Air Forces, he entered the Army as a captain in early 1943, serving under Col. Curtis LeMay with analysis of U.S. bombers' efficiency and effectiveness as a major responsibility.",neutral,668,army,1943,analytical,Biographies and Factual Knowledge
669,He left active duty three years later with the rank of lieutenant colonel.,ZuCo1,task2,JOB_TITLE,He left active duty three years later with the rank of lieutenant colonel.,neutral,669,lieutenant,colonel,years,Biographies and Factual Knowledge
670,"During this period, McNamara helped to plan the 1945 bombing of Tokyo.",ZuCo1,task2,NO-RELATION,"During this period, McNamara helped to plan the 1945 bombing of Tokyo.",neutral,670,mcnamara,1945,tokyo,Biographies and Factual Knowledge
671,"In 1946 McNamara joined Ford Motor Company, which he later said had been the result of a Life magazine article which reported how few college-educated managers there were at the then unprofitable company.",ZuCo1,task2,NO-RELATION,"In 1946 McNamara joined Ford Motor Company, which he later said had been the result of a Life magazine article which reported how few college-educated managers there were at the then unprofitable company.",neutral,671,mcnamara,ford,managers,Biographies and Factual Knowledge
672,President-elect John F. Kennedy first offered the post of secretary of defense to former secretary Robert A. Lovett.,ZuCo1,task2,NO-RELATION,President-elect John F. Kennedy first offered the post of secretary of defense to former secretary Robert A. Lovett.,neutral,672,kennedy,president,lovett,Biographies and Factual Knowledge
673,"Lovett declined but recommended McNamara; Kennedy had him approached by Sargent Shriver (regarding either the Treasury or the Defense cabinet post), and less than five weeks after becoming president at Ford, McNamara accepted Kennedy's invitation to serve as Secretary of Defense.",ZuCo1,task2,JOB_TITLE,"Lovett declined but recommended McNamara; Kennedy had him approached by Sargent Shriver (regarding either the Treasury or the Defense cabinet post), and less than five weeks after becoming president at Ford, McNamara accepted Kennedy's invitation to serve as Secretary of Defense.",neutral,673,mcnamara,kennedy,lovett,Biographies and Factual Knowledge
674,He also created the Defense Intelligence Agency and the Defense Supply Agency.,ZuCo1,task2,FOUNDER,He also created the Defense Intelligence Agency and the Defense Supply Agency.,neutral,674,created,defense,agency,Biographies and Factual Knowledge
675,"Mary Lilian Baels (November 28, 1916 – June 7, 2002) was best known as Princess de Réthy, the controversial morganatic second wife of King Léopold III of the Belgians.",ZuCo1,task2,NO-RELATION,"Mary Lilian Baels (November 28, 1916 - June 7, 2002) was best known as Princess de Réthy, the controversial morganatic second wife of King Léopold III of the Belgians.",neutral,675,mary,lilian,princess,Biographies and Factual Knowledge
676,"Mary Lilian Lucy Josepha Monique Baels was born in Highbury, London, England, one of eight children of Henri Baels, an attorney and fish trader from Ostend, Belgium, and his wife Anne Marie de Visscher, who were living in England during World War I.",ZuCo1,task2,NO-RELATION,"Mary Lilian Lucy Josépha Monique Baels was born in Highbury, London, England, one of eight children of Henri Baels, an attorney and fish trader from Ostend, Belgium, and his wife Anne Marie de Visscher, who were living in England during World War I.",neutral,676,mary,baels,born,Biographies and Factual Knowledge
677,He is also notable in that he is the great great great grandfather of President George W. Bush through his son Reverend James Smith Bush.,ZuCo1,task2,NO-RELATION,He is also notable in that he is the great great great grandfather of President George W. Bush through his son Reverend James Smith Bush.,positive,677,grandfather,bush,notable,Biographies and Factual Knowledge
678,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.",ZuCo1,task2,NO-RELATION,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.",neutral,678,bush,newcomb,born,Biographies and Factual Knowledge
679,"He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery.",ZuCo1,task2,NO-RELATION,"He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery.",neutral,679,railroad,slavery,york,Biographies and Factual Knowledge
680,"Eventually Obadiah, Henry and possibly another brother or two went off to find their fortunes in the California Gold Rush of 1849.",ZuCo1,task2,NO-RELATION,"Eventually Obadiah, Henry and possibly another brother or two went off to find their fortunes in the California Gold Rush of 1849.",neutral,680,obadiah,1849,fortunes,Biographies and Factual Knowledge
681,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.",ZuCo1,task2,EDUCATION,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.",neutral,681,robert,dee,patriots,Biographies and Factual Knowledge
682,"Another example of a player misjudged by the NFL, he became an ironman of the American Football League who never missed a game during his career, starting 112 consecutive games.",ZuCo1,task2,NO-RELATION,"Another example of a player misjudged by the NFL, he became an ironman of the American Football League who never missed a game during his career, starting 112 consecutive games.",neutral,682,nfl,football,ironman,Biographies and Factual Knowledge
683,"He was voted to five American Football League All-Star teams (1961, 1963-65).",ZuCo1,task2,NO-RELATION,"He was voted to five American Football League All-Star teams (1961, 1963-65).",neutral,683,1961,1963,football,Biographies and Factual Knowledge
684,"Joseph H. Ball (November 3, 1905 - December 18, 1993) was an American politician.",ZuCo1,task2,JOB_TITLE;NATIONALITY,"Joséph H. Ball (November 3, 1905 - December 18, 1993) was an American politician.",neutral,684,politician,joseph,ball,Biographies and Factual Knowledge
685,He served in the United States Senate as a Republican from Minnesota.,ZuCo1,task2,POLITICAL_AFFILIATION;VISITED,He served in the United States Senate as a Republican from Minnesota.,neutral,685,senate,minnesota,republican,Biographies and Factual Knowledge
686,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,ZuCo1,task2,NO-RELATION,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,neutral,686,lundeen,senate,appointed,Biographies and Factual Knowledge
687,He lost his reelection bid in 1948 to Hubert H. Humphrey.,ZuCo1,task2,NO-RELATION,He lost his reelection bid in 1948 to Hubert H. Humphrey.,negative,687,humphrey,reelection,hubert,Biographies and Factual Knowledge
688,"Ball died in Chevy Chase, Maryland.",ZuCo1,task2,NO-RELATION,"Ball died in Chevy Chase, Maryland.",negative,688,ball,died,maryland,Biographies and Factual Knowledge
689,"Raymond Arrieta (born March 26, 1965 in San Juan, Puerto Rico) is considered by many to be one of Puerto Rico's greatest comedians.",ZuCo1,task2,NO-RELATION,"Raymond Arrieta (born March 26, 1965 in San Juan, Puerto Rico) is considered by many to be one of Puerto Rico's greatest comedians.",positive,689,arrieta,rico,raymond,Biographies and Factual Knowledge
690,"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".",ZuCo1,task2,EDUCATION,"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".",neutral,690,universidad,raymond,corazon,Biographies and Factual Knowledge
691,"Matthew Parker (August 6, 1504 - May 17, 1575) was Archbishop of Canterbury from 1559.",ZuCo1,task2,JOB_TITLE,"Matthew Parker (August 6, 1504 - May 17, 1575) was Archbishop of Canterbury from 1559.",neutral,691,archbishop,1575,parker,Biographies and Factual Knowledge
692,"The eldest son of William Parker, he was born in Norwich, in St. Saviour's parish.",ZuCo1,task2,NO-RELATION,"The eldest son of William Parker, he was born in Norwich, in St. Saviour's parish.",neutral,692,parker,norwich,william,Biographies and Factual Knowledge
693,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.",ZuCo1,task2,EDUCATION,"Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.",neutral,693,matthew,cecil,1522,Biographies and Factual Knowledge
694,"He commenced MA in 1528, and was one of the Cambridge scholars whom Thomas Wolsey wished to transplant to his newly founded ""Cardinal College"" at Oxford.",ZuCo1,task2,NO-RELATION,"He commenced MA in 1528, and was one of the Cambridge scholars whom Thomas Wolsey wished to transplant to his newly founded ""Cardinal College"" at Oxford.",neutral,694,oxford,scholars,cambridge,Biographies and Factual Knowledge
695,"Adolf Otto Reinhold Windaus (December 25, 1876 – June 9, 1959) was a significant German chemist.",ZuCo1,task2,JOB_TITLE;NATIONALITY,"Adolf Otto Reinhold Windaus (December 25, 1876 - June 9, 1959) was a significant German chemist.",neutral,695,windaus,adolf,chemist,Biographies and Factual Knowledge
696,He won a Nobel Prize in Chemistry in 1928.,ZuCo1,task2,AWARD,He won a Nobel Prize in Chemistry in 1928.,positive,696,nobel,1928,chemistry,Biographies and Factual Knowledge
697,"Jack Kerouac (March 12, 1922 – October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.",ZuCo1,task2,JOB_TITLE;NATIONALITY,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.",neutral,697,kerouac,novelist,jack,Biographies and Factual Knowledge
698,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in Their Tanks (the novel was never published, although an excerpt from the manuscript would be included in the Burroughs compilation Word Virus).",ZuCo1,task2,EDUCATION,"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in Their Tanks (the novel was never published, although an excerpt from the manuscript would be included in the Burroughs compilation Word Virus).",neutral,698,kerouac,novel,hippos,Biographies and Factual Knowledge
699,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.",ZuCo1,task2,VISITED,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.",neutral,699,fordham,kerouac,york,Biographies and Factual Knowledge
700,"He won the Gold Medal of the Royal Astronomical Society in 1892, and also later served as president of that organization.",ZuCo1,task3,AWARD,"He won the Gold Medal of the Royal Astronomical Society in 1892, and also later served as president of that organization.",positive,700,medal,1892,astronomical,Biographies and Factual Knowledge
701,"Dole was twice decorated for heroic achievement, receiving two Purple Hearts for his injuries, and the Bronze Star Medal for his attempt to assist a downed radio man.",ZuCo1,task3,AWARD,"Dole was twice decorated for heroic achievement, receiving two Purple Hearts for his injuries, and the Bronze Star Medal for his attempt to assist a downed radio man.",positive,701,dole,medal,heroic,Biographies and Factual Knowledge
702,President Clinton awarded him the Presidential Medal of Freedom in early 1997 for his service in the military and his political career.,ZuCo1,task3,AWARD,President Clinton awarded him the Presidential Medal of Freedom in early 1997 for his service in the military and his political career.,positive,702,clinton,presidential,awarded,Biographies and Factual Knowledge
703,The book was awarded the 1957 Pulitzer Prize for Biography.,ZuCo1,task3,AWARD,The book was awarded the 1957 Pulitzer Prize for Biography.,positive,703,pulitzer,1957,biography,Biographies and Factual Knowledge
704,"The Foundation has grown immensely and, by 1950, had become national and international in scope.",ZuCo1,task3,CONTROL,"The Foundation has grown immensely and, by 1950, had become national and international in scope.",positive,704,1950,foundation,national,Biographies and Factual Knowledge
705,"Kennedy's other decorations of the Second World War include the Purple Heart, Asiatic-Pacific Campaign Medal, and the World War II Victory Medal.",ZuCo1,task3,AWARD,"Kennedy's other decorations of the Second World War include the Purple Heart, Asiatic-Pacific Campaign Medal, and the World War II Victory Medal.",neutral,705,kennedy,medal,victory,Biographies and Factual Knowledge
706,"Sir Andrew Fielding Huxley, OM, FRS (born 22 November 1917, Hampstead, London, England, UK) is a British physiologist and biophysicist, who won the 1963 Nobel Prize in Physiology or Medicine for his work with Alan Lloyd Hodgkin on the basis of nerve ""action potentials,"" the electrical impulses that enable the activity of an organism to be coordinated by a central nervous system.",ZuCo1,task3,AWARD,"Sir Andrew Fielding Huxley, OM, FRS (born 22 November 1917, Hampstead, London, England, UK) is a British physiologist and biophysicist, who won the 1963 Nobel Prize in Physiology or Medicine for his work with Alan Lloyd Hodgkin on the basis of nerve ""action potentials,"" the electrical impulses that enable the activity of an organism to be coordinated by a central nervous system.",neutral,458,huxley,nobel,biophysicist,Biographies and Factual Knowledge
707,"He was twice nominated for an Academy Award for Best Supporting Actor, the first for his role in the 1943 film, Sahara then for his performance in the 1945 film, A Medal for Benny for which he won the Golden Globe Award for Best Supporting Actor - Motion Picture.",ZuCo1,task3,AWARD,"He was twice nominated for an Academy Award for Best Supporting Actor, the first for his role in the 1943 film, Sahara then for his performance in the 1945 film, A Medal for Benny for which he won the Golden Globe Award for Best Supporting Actor - Motion Picture.",positive,706,award,nominated,actor,Movie Reviews and Sentiment
708,"In recognition of his work with electricity, Franklin was elected a Fellow of the Royal Society and received its Copley Medal in 1753.",ZuCo1,task3,AWARD,"In recognition of his work with electricity, Franklin was elected a Fellow of the Royal Society and received its Copley Medal in 1753.",positive,707,franklin,1753,copley,Biographies and Factual Knowledge
709,"In 1991 he was awarded the Presidential Medal of Freedom for ""preserving America's defenses at a time of great change around the world.""",ZuCo1,task3,AWARD,"In 1991 he was awarded the Presidential Medal of Freedom for ""preserving America's defenses at a time of great change around the world.""",positive,708,medal,presidential,1991,Biographies and Factual Knowledge
710,His support abated as the United States entered WWII.,ZuCo1,task3,CONTROL,His support abated as the United States entered WWII.,negative,709,wwii,abated,support,Biographies and Factual Knowledge
711,"PFC Fernando Luis Garcia (October 14, 1929 - September 5, 1952), born in Utuado, Puerto Rico, was a member of the United States Marines and the first Puerto Rican who was awarded the Medal of Honor.",ZuCo1,task3,AWARD,"PFC Fernando Luis Garcia (October 14, 1929 - September 5, 1952), born in Utuado, Puerto Rico, was a member of the United States Marines and the first Puerto Rican who was awarded the Medal of Honor.",neutral,710,garcia,puerto,rico,Biographies and Factual Knowledge
712,Received the Presidential Medal of Freedom in 1977.,ZuCo1,task3,AWARD,Received the Presidential Medal of Freedom in 1977.,neutral,711,1977,medal,presidential,Biographies and Factual Knowledge
713,Confidential (1997) for which she received an Academy Award for Best Supporting Actress.,ZuCo1,task3,AWARD,Confidential (1997) for which she received an Academy Award for Best Supporting Actress.,positive,712,actress,confidential,1997,Movie Reviews and Sentiment
714,"In 1968, 6 years after her death, she was honored, as the former president of United Nations Commission on Human Rights, by a posthume Nobel Peace Prize, along with Rene Cassin, president of the European Court of Human Rights, for their work in drafting and promoting the adoption and proclamation the 1948 Universal Declaration of Human Rights.",ZuCo1,task3,AWARD,"In 1968, 6 years after her death, she was honored, as the former president of United Nations Commission on Human Rights, by a posthume Nobel Peace Prize, along with Rene Cassin, president of the European Court of Human Rights, for their work in drafting and promoting the adoption and proclamation the 1948 Universal Declaration of Human Rights.",positive,713,1948,nobel,1968,Biographies and Factual Knowledge
715,"The same year, they were each awarded by one of the UN's own Human Rights Prizes.",ZuCo1,task3,AWARD,"The same year, they were each awarded by one of the UN's own Human Rights Prizes.",neutral,714,prizes,awarded,rights,Biographies and Factual Knowledge
716,He won a Nobel Prize in Chemistry in 1928.,ZuCo1,task3,AWARD,He won a Nobel Prize in Chemistry in 1928.,positive,696,nobel,1928,chemistry,Biographies and Factual Knowledge
717,"On May 26, 1943, Edsel Ford died, leaving a vacancy in the company presidency.",ZuCo1,task3,CONTROL,"On May 26, 1943, Edsel Ford died, leaving a vacancy in the company presidency.",neutral,715,ford,1943,died,Biographies and Factual Knowledge
718,"He was awarded the 1921 Nobel Prize for Physics for his explanation of the photoelectric effect in 1905 (his ""miracle year"") and ""for his services to Theoretical Physics"".",ZuCo1,task3,AWARD,"He was awarded the 1921 Nobel Prize for Physics for his explanation of the photoelectric effect in 1905 (his ""miracle year"") and ""for his services to Theoretical Physics"".",positive,462,photoelectric,nobel,1905,Biographies and Factual Knowledge
